Match Id,Round,W_name,W_seed,W_Wc,W_country,W_set1,W_set2,W_set3,W_set4,W_set5,L_name,L_seed,L_Wc,L_country,L_set1,L_set2,L_set3,L_set4,L_set5
2007_M_128_61,R128,Tomas Zib,16,,CZE,6,6,,,,Franco Ferreiro,,,BRA,3,0,,,
2007_M_128_62,R128,Ivo Klec,,,SVK,6,6,,,,Nick Lindahl,,,AUS,4,2,,,
2007_M_128_63,R128,Frederik Nielsen,,,DEN,7,6,,,,Nicolas Tourte,,,FRA,6,0,,,
2007_M_128_64,R128,Thierry Ascione,23,,FRA,6,6,,,,Jerome Haehnel,,,FRA,3,4,,,
2007_M_64_1,R64,Andrey Golubev,,,RUS,6,6,,,,Olivier Patience,1,,FRA,3,3,,,
2007_M_64_2,R64,Yeu-Tzuoo Wang,26,,TPE,7,7,,,,Rogerio Dutra Silva,,,BRA,6,5,,,
2007_M_64_3,R64,Nicolas Mahut,2,,FRA,6,6,,,,Joseph Sirianni,,,AUS,4,4,,,
2007_M_64_4,R64,Simon Stadler,,,GER,6,6,6,,,Wesley Moodie,19,,RSA,4,7,4,,
2007_M_64_5,R64,Edouard Roger-Vasselin,3,,FRA,6,7,,,,Gary Lugassy,,,FRA,4,6,,,
2007_M_64_6,R64,Nathan Healey,,,AUS,6,6,,,,Ricardo Mello,31,,BRA,3,2,,,
2007_M_64_7,R64,Frank Dancevic,4,,CAN,6,6,,,,Andrea Stoppini,,,ITA,3,3,,,
2007_M_64_8,R64,Aisam Qureshi,,,PAK,6,7,,,,Michal Przysiezny,,,POL,2,6,,,
2007_M_64_9,R64,Daniele Bracciali,5,,ITA,6,6,,,,Marcel Granollers-Pujol,,,ESP,2,1,,,
2007_M_64_10,R64,Bobby Reynolds,18,,USA,7,1,6,,,Dusan Vemic,,,SRB,6,6,3,,
2007_M_64_11,R64,Go Soeda,,,JPN,6,6,6,,,Santiago Giraldo,6,,COL,7,2,3,,
2007_M_64_12,R64,Bohdan Ulihrach,22,,CZE,6,6,,,,Lars Burgsmuller,,,GER,3,4,,,
2007_M_64_13,R64,Kevin Kim,7,,USA,4,7,6,,,Harel Levy,,,ISR,6,6,3,,
2007_M_64_14,R64,Sam Warburg,,,USA,6,6,,,,James May,,1,GBR,3,4,,,
2007_M_64_15,R64,Federico Luzzi,8,,ITA,6,6,,,,Lamine Ouahab,,,ALG,3,2,,,
2007_M_64_16,R64,Zack Fleishman,,,USA,,,,,,Pablo Andujar-Alba,28,,ESP,,,,,
2007_M_64_17,R64,Marco Crugnola,,,ITA,6,6,,,,Takao Suzuki,,,JPN,3,4,,,
2007_M_64_18,R64,Lee Childs,,1,GBR,6,4,12,,,Pavol Cervenak,,,SVK,3,6,10,,
2007_M_64_19,R64,Alejandro Falla,10,,COL,6,7,,,,Scott Oudsema,,,USA,2,5,,,
2007_M_64_20,R64,Marc Lopez,,,ESP,7,0,6,,,Roko Karanusic,24,,CRO,6,6,4,,
2007_M_64_21,R64,Paul Capdeville,11,,CHI,1,7,6,,,Brian Wilson,,,USA,6,6,2,,
2007_M_64_22,R64,Gilles Muller,27,,LUX,6,2,6,,,Ryan Sweeting,,,USA,3,6,4,,
2007_M_64_23,R64,Rik De Voest,12,,RSA,6,4,6,,,Leonardo Mayer,,,ARG,4,6,4,,
2007_M_64_24,R64,Pavel Snobel,,,CZE,3,6,6,,,Dick Norman,32,,BEL,6,3,3,,
2007_M_64_25,R64,Christophe Rochus,,,BEL,7,6,,,,Dudi Sela,,,ISR,5,3,,,
2007_M_64_26,R64,Wayne Arthurs,,,AUS,7,7,,,,Alex Calatrava,,,ESP,6,6,,,
2007_M_64_27,R64,Mischa Zverev,14,,GER,7,6,,,,Chris Eaton,,1,GBR,6,2,,,
2007_M_64_28,R64,Stefano Galvani,20,,ITA,6,6,,,,Satoshi Iwabuchi,,,JPN,3,2,,,
2007_M_64_29,R64,Fernando Vicente,15,,ESP,6,6,,,,Alex Kuznetsov,,,USA,2,4,,,
2007_M_64_30,R64,Michael Lammer,,,SUI,6,3,6,,,Paolo Lorenzi,,,ITA,4,6,1,,
2007_M_64_31,R64,Tomas Zib,16,,CZE,6,3,7,,,Ivo Klec,,,SVK,3,6,5,,
2007_M_64_32,R64,Frederik Nielsen,,,DEN,6,7,,,,Thierry Ascione,23,,FRA,4,5,,,
2007_M_32_1,R32,Yeu-Tzuoo Wang,26,,TPE,7,7,6,,,Andrey Golubev,,,RUS,6,6,1,,
2007_M_32_2,R32,Nicolas Mahut,2,,FRA,6,7,6,,,Simon Stadler,,,GER,3,6,1,,
2007_M_32_3,R32,Edouard Roger-Vasselin,3,,FRA,6,6,6,6,6,Nathan Healey,,,AUS,7,2,1,7,3
2007_M_32_4,R32,Aisam Qureshi,,,PAK,4,7,6,7,,Frank Dancevic,4,,CAN,6,6,2,6,
2007_M_32_5,R32,Bobby Reynolds,18,,USA,6,6,6,,,Daniele Bracciali,5,,ITA,1,4,3,,
2007_M_32_6,R32,Bohdan Ulihrach,22,,CZE,5,6,1,6,6,Go Soeda,,,JPN,7,4,6,2,2
2007_M_32_7,R32,Sam Warburg,,,USA,2,7,6,6,,Kevin Kim,7,,USA,6,6,2,1,
2007_M_32_8,R32,Zack Fleishman,,,USA,6,6,7,,,Federico Luzzi,8,,ITA,1,3,6,,
2007_M_32_9,R32,Lee Childs,,1,GBR,6,3,6,6,,Marco Crugnola,,,ITA,1,6,3,4,
2007_M_32_10,R32,Alejandro Falla,10,,COL,7,7,6,,,Marc Lopez,,,ESP,5,5,3,,
2007_M_32_11,R32,Gilles Muller,27,,LUX,6,7,5,4,6,Paul Capdeville,11,,CHI,3,5,7,6,4
2007_M_32_12,R32,Rik De Voest,12,,RSA,6,7,3,6,,Pavel Snobel,,,CZE,1,6,6,3,
2007_M_32_13,R32,Wayne Arthurs,,,AUS,6,3,6,7,6,Christophe Rochus,,,BEL,3,6,7,5,4
2007_M_32_14,R32,Mischa Zverev,14,,GER,6,6,5,3,7,Stefano Galvani,20,,ITA,1,1,7,6,5
2007_M_32_15,R32,Fernando Vicente,15,,ESP,6,0,6,1,9,Michael Lammer,,,SUI,2,6,4,6,7
2007_M_32_16,R32,Tomas Zib,16,,CZE,3,3,6,6,6,Frederik Nielsen,,,DEN,6,6,4,3,2
2010_M_128_1,R128,Taylor Dent,1,,USA,7,6,,,,Pavol Cervenak,,,SVK,6,2,,,
2010_M_128_2,R128,Roberto Bautista-Agut,,,ESP,6,6,,,,Antonio Veic,,,CRO,2,1,,,
2010_M_128_3,R128,Matthew Ebden,,,AUS,6,6,,,,David Marrero,,,ESP,4,4,,,
2010_M_128_4,R128,David Guez,20,,FRA,6,4,8,,,Pedro Clar-Rossello,,,ESP,2,6,6,,
2010_M_128_5,R128,Bjorn Phau,2,,GER,6,7,,,,Lukas Rosol,,,CZE,4,5,,,
2010_M_128_6,R128,Martin Fischer,,,AUT,7,6,,,,Dominik Hrbaty,,,SVK,6,4,,,
2010_M_128_7,R128,Sebastien De Chaunac,,,FRA,6,7,,,,Daniel Cox,,1,GBR,4,6,,,
2010_M_128_8,R128,Ramon Delgado,24,,PAR,6,6,,,,John Millman,,,AUS,2,3,,,
2010_M_128_9,R128,Somdev Devvarman,3,,IND,6,6,,,,Guillaume Rufin,,,FRA,2,2,,,
2010_M_128_10,R128,Ryler Deheart,,,USA,6,,,,,Daniel Smethurst,,1,GBR,0,,,,
2010_M_128_11,R128,Daniel Munoz-De La Nava,,,ESP,4,6,6,,,Yuichi Sugita,,,JPN,6,1,4,,
2010_M_128_12,R128,Ilija Bozoljac,29,,SRB,7,6,,,,Simone Vagnozzi,,,ITA,5,4,,,
2010_M_128_13,R128,Thiago Alves,4,,BRA,6,6,,,,Julio Silva,,,BRA,4,4,,,
2010_M_128_14,R128,Gilles Muller,,,LUX,6,6,,,,Leonardo Tavares,,,POR,3,4,,,
2010_M_128_15,R128,Alexandre Kudryavtsev,,,RUS,6,6,,,,Morgan Phillips,,1,GBR,3,2,,,
2010_M_128_16,R128,Carsten Ball,19,,AUS,7,6,,,,Dusan Lojda,,,CZE,6,2,,,
2010_M_128_17,R128,Dominik Meffert,,,GER,6,6,10,,,Ivan Navarro,5,,ESP,3,7,8,,
2010_M_128_18,R128,Rik De Voest,,,RSA,1,6,6,,,Alex Bogomolov Jr,,,USA,6,2,4,,
2010_M_128_19,R128,Ivo Minar,,,CZE,4,7,6,,,Michael Lammer,,,SUI,6,5,1,,
2010_M_128_20,R128,Andre Begemann,,,GER,6,7,,,,Mischa Zverev,25,,GER,3,6,,,
2010_M_128_21,R128,Grega Zemlja,6,,SLO,4,6,6,,,Caio Zampieri,,,BRA,6,4,1,,
2010_M_128_22,R128,Ivan Dodig,,,CRO,6,6,,,,Guillermo Olaso,,,ESP,2,3,,,
2010_M_128_23,R128,Alexander Peya,,,AUT,4,7,6,,,Chris Guccione,,,AUS,6,6,4,,
2010_M_128_24,R128,Kevin Kim,23,,USA,6,4,16,,,Philipp Oswald,,,AUT,3,6,14,,
2010_M_128_25,R128,Guillermo Alcaide,,,ESP,6,6,,,,Donald Young,7,,USA,4,1,,,
2010_M_128_26,R128,Juan Pablo Brzezicki,,,ARG,6,6,,,,David Rice,,1,GBR,2,2,,,
2010_M_128_27,R128,Evgeny Kirillov,,,RUS,6,6,,,,Martin Alund,,,ARG,2,2,,,
2010_M_128_28,R128,Joshua Goodall,,1,GBR,6,6,,,,Albert Ramos-Vinolas,21,,ESP,3,4,,,
2010_M_128_29,R128,Edouard Roger-Vasselin,8,,FRA,6,6,,,,Joshua Milton,,1,GBR,1,4,,,
2010_M_128_30,R128,Bernard Tomic,,,AUS,7,5,7,,,Michael Yani,,,USA,6,7,5,,
2010_M_128_31,R128,Marinko Matosevic,,,AUS,6,6,6,,,Peter Polansky,,,CAN,7,2,3,,
2010_M_128_32,R128,Prakash Amritraj,,,IND,6,6,,,,Dieter Kindlmann,28,,GER,3,4,,,
2010_M_128_33,R128,Jesse Levine,9,,USA,6,6,,,,Lester Cook,,,USA,4,3,,,
2010_M_128_34,R128,Joseph Sirianni,,,AUS,6,6,,,,Reda El Amrani,,,MAR,4,2,,,
2010_M_128_35,R128,Alex Kuznetsov,,,USA,6,6,14,,,Izak Van Der Merwe,,,RSA,3,7,12,,
2010_M_128_36,R128,Tobias Kamke,17,,GER,7,6,,,,Sebastian Decoud,,,ARG,6,1,,,
2010_M_128_37,R128,Adrian Mannarino,,,FRA,6,7,,,,Joao Souza,10,,BRA,4,6,,,
2010_M_128_38,R128,Riccardo Ghedin,,,ITA,7,6,,,,Noam Okun,,,ISR,6,2,,,
2010_M_128_39,R128,Bastian Knittel,,,GER,6,6,,,,Francesco Aldi,,,ITA,2,2,,,
2010_M_128_40,R128,Jesse Huta Galung,,,NED,4,7,8,,,Christophe Rochus,31,,BEL,6,5,6,,
2010_M_128_41,R128,Marsel Ilhan,11,,TUR,6,4,6,,,Ruben Bemelmans,,,BEL,3,6,1,,
2010_M_128_42,R128,Aljaz Bedene,,,SLO,6,3,6,,,Thierry Ascione,,,FRA,2,6,4,,
2010_M_128_43,R128,Roko Karanusic,,,CRO,4,6,10,,,Chris Eaton,,1,GBR,6,3,8,,
2010_M_128_44,R128,Jan Hernych,22,,CZE,6,6,,,,Juan-Martin Aranguren,,,ARG,1,1,,,
2010_M_128_45,R128,Ryan Sweeting,12,,USA,7,7,,,,Jan Minar,,,CZE,6,6,,,
2010_M_128_46,R128,Benjamin Balleret,,,MON,6,6,,,,Arnau Brugues-Davi,,,ESP,4,2,,,
2010_M_128_47,R128,Robert Kendrick,,,USA,6,6,,,,Filip Krajinovic,,,SRB,4,2,,,
2010_M_128_48,R128,Josselin Ouanna,26,,FRA,7,6,,,,Alexander Ward,,1,GBR,6,3,,,
2010_M_128_49,R128,Stefan Koubek,13,,AUT,6,5,6,,,Jonathan Dasnieres De Veigy,,,FRA,1,7,2,,
2010_M_128_50,R128,Andreas Haider-Maurer,,,AUT,7,6,,,,Conor Niland,,,IRL,6,4,,,
2010_M_128_51,R128,Alex Bogdanovic,,,GBR,6,7,,,,Ricardo Hocevar,,,BRA,3,6,,,
2010_M_128_52,R128,Nicolas Mahut,27,,FRA,6,6,,,,Frank Dancevic,,,CAN,3,0,,,
2010_M_128_53,R128,Tatsuma Ito,,,JPN,4,6,6,,,Rui MacHado,14,,POR,6,3,3,,
2010_M_128_54,R128,Brendan Evans,,,USA,6,6,6,,,Benoit Paire,,,FRA,4,7,3,,
2010_M_128_55,R128,Andrej Martin,,,SVK,2,7,15,,,Daniel King-Turner,,,NZL,6,6,13,,
2010_M_128_56,R128,Julian Reister,18,,GER,6,6,,,,Yannick Mertens,,,BEL,3,4,,,
2010_M_128_57,R128,Go Soeda,15,,JPN,6,7,,,,Inigo Cervantes-Huegun,,,ESP,3,5,,,
2010_M_128_58,R128,Alexandre Sidorenko,,,FRA,7,7,,,,Niels Desein,,,BEL,6,6,,,
2010_M_128_59,R128,Jesse Witten,,,USA,5,6,6,,,Bobby Reynolds,,,USA,7,3,1,,
2010_M_128_60,R128,Greg Jones,,,AUS,6,7,,,,Santiago Gonzalez,32,,MEX,0,6,,,
2010_M_128_61,R128,Santiago Ventura,16,,ESP,2,6,6,,,Eric Prodon,,,FRA,6,4,4,,
2010_M_128_62,R128,Flavio Cipolla,,,ITA,7,6,,,,Sergio Gutierrez-Ferrol,,,ESP,6,2,,,
2010_M_128_63,R128,Daniel Evans,,1,GBR,4,6,12,,,Tim Smyczek,,,USA,6,1,10,,
2010_M_128_64,R128,Ricardas Berankis,30,,LTU,6,6,,,,Ryan Harrison,,,USA,3,2,,,
2010_M_64_1,R64,Taylor Dent,1,,USA,6,6,,,,Roberto Bautista-Agut,,,ESP,2,3,,,
2010_M_64_2,R64,Matthew Ebden,,,AUS,4,6,6,,,David Guez,20,,FRA,6,4,3,,
2010_M_64_3,R64,Martin Fischer,,,AUT,6,6,,,,Bjorn Phau,2,,GER,3,3,,,
2010_M_64_4,R64,Ramon Delgado,24,,PAR,6,6,6,,,Sebastien De Chaunac,,,FRA,4,7,3,,
2010_M_64_5,R64,Ryler Deheart,,,USA,6,6,6,,,Somdev Devvarman,3,,IND,2,7,3,,
2010_M_64_6,R64,Ilija Bozoljac,29,,SRB,6,3,6,,,Daniel Munoz-De La Nava,,,ESP,4,6,3,,
2010_M_64_7,R64,Gilles Muller,,,LUX,7,6,,,,Thiago Alves,4,,BRA,5,2,,,
2010_M_64_8,R64,Carsten Ball,19,,AUS,7,6,,,,Alexandre Kudryavtsev,,,RUS,6,4,,,
2010_M_64_9,R64,Rik De Voest,,,RSA,6,1,,,,Dominik Meffert,,,GER,4,1,,,
2010_M_64_10,R64,Andre Begemann,,,GER,6,6,6,,,Ivo Minar,,,CZE,7,4,4,,
2010_M_64_11,R64,Ivan Dodig,,,CRO,6,3,6,,,Grega Zemlja,6,,SLO,3,6,1,,
2010_M_64_12,R64,Alexander Peya,,,AUT,7,6,,,,Kevin Kim,23,,USA,6,3,,,
2010_M_64_13,R64,Guillermo Alcaide,,,ESP,6,5,6,,,Juan Pablo Brzezicki,,,ARG,4,7,2,,
2010_M_64_14,R64,Evgeny Kirillov,,,RUS,4,6,10,,,Joshua Goodall,,1,GBR,6,4,8,,
2010_M_64_15,R64,Bernard Tomic,,,AUS,6,7,,,,Edouard Roger-Vasselin,8,,FRA,1,6,,,
2010_M_64_16,R64,Prakash Amritraj,,,IND,2,6,6,,,Marinko Matosevic,,,AUS,6,3,3,,
2010_M_64_17,R64,Jesse Levine,9,,USA,6,6,,,,Joseph Sirianni,,,AUS,1,3,,,
2010_M_64_18,R64,Tobias Kamke,17,,GER,6,7,,,,Alex Kuznetsov,,,USA,4,5,,,
2010_M_64_19,R64,Adrian Mannarino,,,FRA,6,6,,,,Riccardo Ghedin,,,ITA,1,4,,,
2010_M_64_20,R64,Jesse Huta Galung,,,NED,7,4,6,,,Bastian Knittel,,,GER,5,6,3,,
2010_M_64_21,R64,Marsel Ilhan,11,,TUR,6,6,,,,Aljaz Bedene,,,SLO,2,4,,,
2010_M_64_22,R64,Roko Karanusic,,,CRO,3,7,8,,,Jan Hernych,22,,CZE,6,5,6,,
2010_M_64_23,R64,Ryan Sweeting,12,,USA,6,6,,,,Benjamin Balleret,,,MON,3,2,,,
2010_M_64_24,R64,Robert Kendrick,,,USA,6,6,,,,Josselin Ouanna,26,,FRA,3,4,,,
2010_M_64_25,R64,Stefan Koubek,13,,AUT,7,6,,,,Andreas Haider-Maurer,,,AUT,6,3,,,
2010_M_64_26,R64,Nicolas Mahut,27,,FRA,3,6,24,,,Alex Bogdanovic,,,GBR,6,3,22,,
2010_M_64_27,R64,Brendan Evans,,,USA,6,6,6,,,Tatsuma Ito,,,JPN,7,3,3,,
2010_M_64_28,R64,Julian Reister,18,,GER,6,6,,,,Andrej Martin,,,SVK,2,4,,,
2010_M_64_29,R64,Go Soeda,15,,JPN,6,6,,,,Alexandre Sidorenko,,,FRA,2,3,,,
2010_M_64_30,R64,Jesse Witten,,,USA,6,7,,,,Greg Jones,,,AUS,2,6,,,
2010_M_64_31,R64,Santiago Ventura,16,,ESP,6,6,,,,Flavio Cipolla,,,ITA,4,3,,,
2010_M_64_32,R64,Ricardas Berankis,30,,LTU,7,6,,,,Daniel Evans,,1,GBR,5,3,,,
2010_M_32_1,R32,Taylor Dent,1,,USA,4,7,7,6,,Matthew Ebden,,,AUS,6,6,6,3,
2010_M_32_2,R32,Martin Fischer,,,AUT,6,7,7,,,Ramon Delgado,24,,PAR,4,5,6,,
2010_M_32_3,R32,Ilija Bozoljac,29,,SRB,7,6,7,,,Ryler Deheart,,,USA,6,4,6,,
2010_M_32_4,R32,Carsten Ball,19,,AUS,6,6,7,,,Gilles Muller,,,LUX,4,4,6,,
2010_M_32_5,R32,Rik De Voest,,,RSA,6,7,6,,,Andre Begemann,,,GER,3,6,1,,
2010_M_32_6,R32,Ivan Dodig,,,CRO,4,2,6,7,6,Alexander Peya,,,AUT,6,6,2,6,4
2010_M_32_7,R32,Guillermo Alcaide,,,ESP,6,6,6,,,Evgeny Kirillov,,,RUS,4,3,4,,
2010_M_32_8,R32,Bernard Tomic,,,AUS,7,6,6,,,Prakash Amritraj,,,IND,6,3,4,,
2010_M_32_9,R32,Tobias Kamke,17,,GER,4,6,6,6,,Jesse Levine,9,,USA,6,2,2,3,
2010_M_32_10,R32,Jesse Huta Galung,,,NED,6,6,6,,,Adrian Mannarino,,,FRA,3,3,3,,
2010_M_32_11,R32,Marsel Ilhan,11,,TUR,7,7,6,,,Roko Karanusic,,,CRO,5,6,2,,
2010_M_32_12,R32,Robert Kendrick,,,USA,6,6,3,7,8,Ryan Sweeting,12,,USA,4,7,6,6,6
2010_M_32_13,R32,Nicolas Mahut,27,,FRA,6,3,6,6,6,Stefan Koubek,13,,AUT,7,6,3,4,4
2010_M_32_14,R32,Brendan Evans,,,USA,7,6,7,,,Julian Reister,18,,GER,6,3,6,,
2010_M_32_15,R32,Jesse Witten,,,USA,6,6,2,6,,Go Soeda,15,,JPN,2,2,6,4,
2010_M_32_16,R32,Ricardas Berankis,30,,LTU,7,6,6,,,Santiago Ventura,16,,ESP,5,1,3,,
2005_W_128_1,R128,Miss Laura Pous-Tio,1,,ESP,6,6,,,,Miss Zsofia Gubacsi,,,HUN,4,0,,,
2005_W_128_2,R128,Miss Katerina Bohmova,,,CZE,6,6,,,,Miss Jennifer Hopkins,,,USA,3,1,,,
2005_W_128_3,R128,Miss Michelle Gerards,,,NED,4,6,7,,,Miss Kyra Nagy,,,HUN,6,2,5,,
2005_W_128_4,R128,Miss Yvonne Meusburger,21,,AUT,4,6,6,,,Miss Nathalie Vierin,,,ITA,6,4,3,,
2005_W_128_5,R128,Miss Stephanie Cohen-Aloro,2,,FRA,7,6,,,,Miss Maureen Drake,,,CAN,6,3,,,
2005_W_128_6,R128,Miss Sofia Arvidsson,,,SWE,6,6,,,,Miss Ryoko Fuda,,,JPN,2,0,,,
2005_W_128_7,R128,Miss Frederica Piedade,,,POR,6,6,,,,Miss Vanina Garcia-Sokol,,,ARG,2,3,,,
2005_W_128_8,R128,Miss Paula Garcia-Garcia-Doctor,,,ESP,6,6,,,,Miss Anna Hawkins,,1,GBR,4,2,,,
2005_W_128_9,R128,Miss Kirsten Flipkens,,,BEL,6,6,,,,Mrs Lindsay Lee-Waters,3,,USA,4,3,,,
2005_W_128_10,R128,Miss Mervana Jugic-Salkic,,,BIH,6,5,6,,,Miss Lioudmila Skavronskaia,,,RUS,3,7,4,,
2005_W_128_11,R128,Miss Ashley Harkleroad,,,USA,6,3,6,,,Miss Lucie Hradecka,,,CZE,1,6,2,,
2005_W_128_12,R128,Miss Tzipi Obziler,15,,ISR,6,6,,,,Miss Jade Curtis,,1,GBR,3,0,,,
2005_W_128_13,R128,Miss Marie-Eve Pelletier,4,,CAN,6,6,,,,Miss Hannah Collin,,1,GBR,2,2,,,
2005_W_128_14,R128,Miss Seiko Okamoto,,,JPN,6,6,,,,Miss Delia Sescioreanu,,,ROU,1,2,,,
2005_W_128_15,R128,Miss Stephanie Gehrlein,,,GER,2,7,6,,,Miss Teryn Ashley,,,USA,6,5,1,,
2005_W_128_16,R128,Miss Els Callens,,,BEL,6,6,,,,Miss Maria-Fernanda Alves,24,,BRA,2,2,,,
2005_W_128_17,R128,Miss Jamea Jackson,5,,USA,6,6,,,,Miss Lenka Nemeckova,,,CZE,1,3,,,
2005_W_128_18,R128,Miss Nika Ozegovic,,,CRO,6,3,6,,,Miss Martina Muller,,,GER,3,6,2,,
2005_W_128_19,R128,Miss Viktoria Kutuzova,,,UKR,6,3,7,,,Miss Maret Ani,,,EST,3,6,5,,
2005_W_128_20,R128,Miss Shikha Uberoi,22,,USA,6,6,,,,Miss Natalie Grandin,,,RSA,3,2,,,
2005_W_128_21,R128,Miss Sybille Bammer,,,AUT,2,6,6,,,Miss Ekaterina Bychkova,6,,RUS,6,3,4,,
2005_W_128_22,R128,Miss Meilen Tu,,,USA,7,6,,,,Miss Emily Webley-Smith,,1,GBR,5,3,,,
2005_W_128_23,R128,Miss Clarisa Fernandez,,,ARG,6,6,,,,Miss Stanislava Hrozenska,,,SVK,1,3,,,
2005_W_128_24,R128,Miss Virag Nemeth,,,HUN,4,,,,,Miss Galina Voskoboeva,13,,RUS,3,,,,
2005_W_128_25,R128,Miss Eva Birnerova,7,,CZE,6,6,,,,Miss Carly Gullickson,,1,USA,2,2,,,
2005_W_128_26,R128,Miss Lubomira Kurhajcova,,,SVK,6,6,,,,Miss Henrieta Nagyova,,,SVK,2,3,,,
2005_W_128_27,R128,Miss Jessica Kirkland,,,USA,6,7,,,,Miss Libuse Prusova,,,CZE,3,5,,,
2005_W_128_28,R128,Miss Saori Obata,,,JPN,6,6,,,,Miss Hana Sromova,23,,CZE,1,2,,,
2005_W_128_29,R128,Miss Kathrin Woerle,,,GER,6,6,,,,Miss Camille Pin,8,,FRA,3,3,,,
2005_W_128_30,R128,Miss Jana Kandarr,,,GER,6,6,,,,Miss Olga Savchuk,,,UKR,3,3,,,
2005_W_128_31,R128,Miss Sunitha Rao,,,USA,4,7,6,,,Miss Yulia Beygelzimer,,,UKR,6,6,1,,
2005_W_128_32,R128,Miss Mara Santangelo,14,,ITA,6,3,6,,,Miss Eva Hrdinova,,,CZE,2,6,2,,
2005_W_128_33,R128,Miss Severine Beltrame,9,,FRA,6,2,6,,,Miss Magda Mihalache,,,ROU,4,6,3,,
2005_W_128_34,R128,Miss Rita Kuti Kis,,,HUN,5,6,6,,,Miss Melanie South,,1,GBR,7,3,4,,
2005_W_128_35,R128,Miss Sabine Klaschka,,,GER,6,6,7,,,Miss Elise Tamaela,,,NED,7,1,5,,
2005_W_128_36,R128,Miss Edina Gallovits,17,,ROU,7,2,6,,,Miss Anastassia Rodionova,,,RUS,5,6,3,,
2005_W_128_37,R128,Miss Vilmarie Castellvi,,,PUR,6,6,,,,Miss Sandra Kloesel,10,,GER,3,0,,,
2005_W_128_38,R128,Miss Shiho Hisamatsu,,,JPN,6,6,6,,,Miss Conchita Martinez Granados,,,ESP,3,7,0,,
2005_W_128_39,R128,Miss Silvija Talaja,,,CRO,6,7,,,,Miss Hanna Nooni,,,SWE,1,6,,,
2005_W_128_40,R128,Miss Katerina Bondarenko,,1,UKR,6,2,6,,,Miss Emma Laine,18,,FIN,3,6,0,,
2005_W_128_41,R128,Miss Julia Vakulenko,,,UKR,6,2,,,,Miss Sandra Kleinova,11,,CZE,3,0,,,
2005_W_128_42,R128,Miss Ivana Abramovic,,,CRO,6,1,7,,,Miss Chanelle Scheepers,,,RSA,4,6,5,,
2005_W_128_43,R128,Miss Adriana Serra-Zanett,,,ITA,6,6,,,,Miss Karen Paterson,,1,GBR,3,1,,,
2005_W_128_44,R128,Miss Tzvetana Pironkova,20,,BUL,7,6,,,,Miss Aniko Kapros,,,HUN,5,4,,,
2005_W_128_45,R128,Miss Anastasia Yakimova,12,,BLR,6,6,,,,Miss Stephanie Dubois,,,CAN,2,2,,,
2005_W_128_46,R128,Miss Tatiana Poutchek,,,BLR,6,6,,,,Miss Vanessa Henke,,,GER,4,2,,,
2005_W_128_47,R128,Miss Matea Mezak,,,CRO,3,7,6,,,Miss Olga Blahotova,,,CZE,6,5,3,,
2005_W_128_48,R128,Miss Melinda Czink,19,,HUN,6,6,,,,Miss Zuzana Kucova,,,SVK,1,2,,,
2005_W_64_1,R64,Miss Katerina Bohmova,,,CZE,6,6,,,,Miss Laura Pous-Tio,1,,ESP,4,2,,,
2005_W_64_2,R64,Miss Michelle Gerards,,,NED,4,7,8,,,Miss Yvonne Meusburger,21,,AUT,6,5,6,,
2005_W_64_3,R64,Miss Sofia Arvidsson,,,SWE,6,6,,,,Miss Stephanie Cohen-Aloro,2,,FRA,2,2,,,
2005_W_64_4,R64,Miss Frederica Piedade,,,POR,6,6,,,,Miss Paula Garcia-Garcia-Doctor,,,ESP,2,1,,,
2005_W_64_5,R64,Miss Kirsten Flipkens,,,BEL,6,6,,,,Miss Mervana Jugic-Salkic,,,BIH,0,2,,,
2005_W_64_6,R64,Miss Ashley Harkleroad,,,USA,6,6,,,,Miss Tzipi Obziler,15,,ISR,4,2,,,
2005_W_64_7,R64,Miss Seiko Okamoto,,,JPN,1,6,6,,,Miss Marie-Eve Pelletier,4,,CAN,6,4,3,,
2005_W_64_8,R64,Miss Els Callens,,,BEL,6,6,6,,,Miss Stephanie Gehrlein,,,GER,3,7,3,,
2005_W_64_9,R64,Miss Jamea Jackson,5,,USA,6,6,,,,Miss Nika Ozegovic,,,CRO,4,2,,,
2005_W_64_10,R64,Miss Viktoria Kutuzova,,,UKR,6,7,,,,Miss Shikha Uberoi,22,,USA,4,5,,,
2005_W_64_11,R64,Miss Meilen Tu,,,USA,6,6,,,,Miss Sybille Bammer,,,AUT,3,3,,,
2005_W_64_12,R64,Miss Clarisa Fernandez,,,ARG,6,6,,,,Miss Virag Nemeth,,,HUN,3,2,,,
2005_W_64_13,R64,Miss Eva Birnerova,7,,CZE,6,6,,,,Miss Lubomira Kurhajcova,,,SVK,3,1,,,
2005_W_64_14,R64,Miss Saori Obata,,,JPN,6,6,,,,Miss Jessica Kirkland,,,USA,1,0,,,
2005_W_64_15,R64,Miss Jana Kandarr,,,GER,7,2,8,,,Miss Kathrin Woerle,,,GER,6,6,6,,
2005_W_64_16,R64,Miss Mara Santangelo,14,,ITA,,,,,,Miss Sunitha Rao,,,USA,,,,,
2005_W_64_17,R64,Miss Severine Beltrame,9,,FRA,4,6,6,,,Miss Rita Kuti Kis,,,HUN,6,3,4,,
2005_W_64_18,R64,Miss Sabine Klaschka,,,GER,6,6,,,,Miss Edina Gallovits,17,,ROU,4,3,,,
